age,workclass,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,income,native_country
41,4,10,2,3,0,4,1,0,0,40,1,39
58,4,13,2,7,0,4,1,0,0,40,1,39
25,4,6,4,7,1,4,1,0,0,40,0,6
50,4,9,2,3,0,4,1,0,0,40,0,39
32,4,13,2,4,0,4,1,0,0,45,1,39
31,5,16,4,10,3,4,1,0,0,40,0,39
22,4,10,4,8,3,4,0,0,0,20,0,39
37,4,9,0,6,2,4,1,0,0,40,0,8
32,4,10,4,12,2,4,0,0,0,40,0,39
62,4,9,2,14,0,4,1,0,0,40,1,39
40,2,9,2,8,0,3,1,0,0,40,0,0
37,4,10,0,4,1,1,0,0,0,40,1,24
41,4,2,3,5,4,4,1,0,0,40,0,26
56,4,4,2,7,0,4,1,0,0,48,0,39
20,4,10,4,6,1,4,1,0,0,30,0,39
34,6,13,2,12,0,4,1,0,0,60,1,39
45,4,9,2,12,0,4,1,0,0,50,1,39
30,4,10,2,7,0,4,1,0,0,40,1,39
51,6,9,2,4,0,4,1,0,0,45,1,39
27,4,7,2,7,0,4,1,0,0,42,0,39
38,4,11,2,12,0,4,1,0,0,40,1,39
39,4,10,2,6,0,4,1,0,0,50,0,39
57,0,13,2,0,0,4,1,0,0,8,0,39
47,4,10,2,4,0,4,1,0,0,50,1,39
77,0,9,2,0,0,4,1,0,0,15,0,39
43,4,9,2,3,0,4,1,0,0,40,1,39
46,2,9,2,4,0,4,1,0,0,65,0,39
41,4,10,2,3,0,4,1,0,0,40,1,39
20,4,9,4,1,1,4,0,0,0,30,0,39
30,7,6,2,1,0,4,1,0,0,40,0,39
30,4,9,2,8,0,2,1,0,0,25,0,39
22,4,10,4,6,3,4,1,0,0,35,0,39
25,4,9,2,14,0,4,1,0,0,44,1,39
18,4,9,4,12,3,4,0,0,0,22,0,39
28,4,9,4,8,1,2,0,0,0,48,0,39
21,4,10,4,9,3,4,0,0,0,40,0,39
37,4,11,0,13,3,4,1,0,0,40,0,39
28,1,13,4,10,3,2,0,0,0,40,0,39
23,4,3,2,8,0,4,1,0,0,35,0,26
32,4,11,4,4,1,2,0,0,0,35,0,9
27,4,8,4,7,3,4,1,0,0,50,0,39
55,4,9,0,10,4,2,0,0,0,40,0,39
44,4,9,2,3,0,4,1,0,0,40,1,39
25,4,13,4,10,3,4,1,0,0,40,0,39
29,4,9,0,12,4,4,0,0,0,32,0,39
50,4,9,3,4,1,4,0,0,0,55,0,39
18,4,9,4,6,3,4,1,0,0,40,0,39
74,4,13,6,8,1,4,0,0,0,8,0,39
22,4,5,4,12,1,4,1,0,0,40,0,39
27,4,13,2,10,0,4,1,0,0,40,0,39
27,7,10,4,13,3,4,0,0,0,80,0,39
23,4,9,4,1,3,4,0,0,0,40,0,39
46,7,13,2,4,0,4,1,0,0,40,1,39
32,4,15,4,10,1,4,1,0,0,60,0,39
41,4,9,2,3,0,3,1,0,0,40,0,39
29,4,11,2,5,0,4,1,0,0,40,1,39
48,4,5,2,7,2,1,0,0,0,45,0,3
51,4,9,4,8,1,2,1,0,0,40,0,14
34,7,8,4,1,1,2,0,0,0,40,0,39
58,4,13,2,4,0,4,1,0,0,45,1,39
52,4,9,2,6,0,4,1,0,0,40,0,39
53,4,10,5,1,1,4,0,0,0,40,0,39
54,4,11,2,14,0,4,1,0,0,20,0,39
36,4,9,2,12,0,4,1,0,0,60,0,39
25,4,11,4,1,3,4,0,0,0,60,0,39
20,4,10,4,10,3,4,0,0,0,48,0,39
23,4,12,4,1,1,4,1,0,0,40,0,39
39,5,13,2,4,0,4,1,0,0,60,1,39
20,6,6,4,7,3,4,1,0,0,40,0,39
28,4,11,4,8,2,2,1,0,0,40,0,39
73,7,9,6,1,1,4,0,0,0,40,0,39
67,4,9,2,11,0,4,1,0,0,24,0,39
56,4,13,0,4,1,4,1,0,0,45,1,39
32,4,11,2,3,0,4,1,0,0,40,0,39
33,4,9,2,8,0,2,1,0,0,40,0,39
37,4,9,4,8,1,4,1,0,0,40,0,39
33,4,10,2,4,0,4,1,0,0,45,0,39
31,4,6,4,1,4,4,0,0,0,40,0,39
59,4,14,2,4,0,4,1,0,0,40,1,39
21,4,9,4,1,4,4,1,0,0,40,0,39
58,5,10,2,4,0,4,1,0,0,50,1,39
24,2,6,4,8,1,4,1,0,0,40,0,39
26,7,10,2,11,0,4,1,0,0,40,0,39
26,4,7,2,14,0,4,1,0,0,40,0,39
33,2,14,4,10,1,4,0,0,0,40,0,11
25,4,13,4,12,1,4,1,0,0,40,0,39
21,4,6,2,7,0,4,1,0,0,50,0,39
24,4,9,4,7,1,4,1,0,0,40,0,39
39,6,12,2,1,5,4,0,0,0,40,1,39
68,4,10,0,1,4,4,0,0,0,40,0,39
66,6,10,4,12,1,4,0,0,0,20,0,39
38,4,13,4,5,1,4,1,0,0,40,0,39
41,4,14,2,4,0,4,1,0,0,50,1,39
71,0,4,6,0,2,4,0,0,0,16,0,31
37,4,9,2,3,0,4,1,0,0,40,0,39
27,7,13,4,10,1,4,1,0,0,40,0,39
49,4,13,4,10,1,4,0,0,0,40,0,39
19,7,10,4,10,3,4,1,0,0,10,0,39
25,4,10,4,14,1,4,1,0,0,50,0,39
47,1,10,2,1,0,2,1,0,0,40,1,39
40,4,10,2,12,2,4,1,0,0,40,0,39
25,4,9,4,8,1,4,1,0,0,40,0,39
25,4,10,4,3,3,4,0,0,0,50,0,39
23,4,6,4,6,2,3,1,0,0,40,0,39
28,4,14,0,12,3,4,0,0,0,40,0,39
29,4,9,3,3,1,4,1,0,0,40,0,39
32,4,7,2,3,0,4,1,0,0,40,0,39
34,4,9,4,8,4,2,0,0,0,40,0,39
52,4,13,2,10,0,2,1,0,0,40,1,39
33,6,9,2,5,0,4,1,0,0,94,0,39
19,4,10,4,12,3,4,1,0,0,35,0,39
41,4,6,4,6,4,4,1,0,0,50,0,39
18,5,9,4,8,4,1,0,0,0,30,0,19
40,4,14,2,4,0,4,1,0,0,50,1,39
51,6,14,0,10,4,4,1,0,0,60,1,39
49,4,10,0,1,1,4,1,0,0,40,0,39
20,7,10,4,8,3,4,0,0,0,20,0,39
38,2,9,2,3,0,4,1,0,0,50,1,39
57,4,3,4,8,1,4,1,0,0,40,0,5
66,4,7,2,12,0,4,1,0,0,26,0,39
27,0,13,2,0,0,4,1,0,0,15,0,39
25,4,11,4,1,1,4,0,0,0,40,0,39
19,0,6,4,0,4,4,0,0,0,35,0,39
59,6,4,2,5,0,4,1,0,0,48,0,39
25,4,13,2,10,0,4,1,0,0,40,0,39
37,4,14,2,4,0,4,1,0,0,55,1,8
75,0,6,6,0,2,1,0,0,0,1,0,3
21,0,9,4,0,1,4,0,0,0,40,0,39
47,1,9,2,3,0,4,1,0,0,40,1,39
32,7,9,2,11,0,4,1,0,0,40,0,39
28,4,9,4,1,4,4,0,0,0,20,0,39
53,4,9,0,14,1,4,1,0,0,40,0,39
19,0,9,4,0,1,3,1,0,0,30,0,39
58,4,10,2,12,5,4,0,0,0,36,0,39
22,4,9,4,12,1,4,0,0,0,30,0,39
23,4,7,2,4,0,4,1,0,0,55,0,39
36,4,9,2,3,0,4,1,0,0,70,0,39
39,4,10,2,8,5,4,0,0,0,15,0,39
34,2,13,4,10,1,4,0,0,0,40,0,39
41,2,14,4,10,1,4,0,0,0,40,0,39
34,4,9,2,8,5,4,0,0,0,40,1,39
32,6,11,4,3,1,4,1,0,0,40,0,39
38,4,10,6,4,1,4,0,0,0,40,1,39
37,4,10,2,3,0,4,1,0,0,40,0,39
21,0,10,4,0,3,2,1,0,0,20,0,39
21,4,10,4,10,3,4,0,0,0,10,0,39
26,4,10,4,1,1,4,1,0,0,40,0,39
18,4,10,4,12,3,4,0,0,0,15,0,39
27,4,7,4,4,4,4,0,0,0,45,0,39
20,4,10,4,1,3,4,0,0,0,38,0,27
36,4,11,2,1,0,4,1,0,0,40,1,39
31,0,13,4,0,1,4,1,0,0,40,0,39
32,4,13,2,4,0,4,1,0,0,60,1,39
54,4,9,2,3,0,4,1,0,0,44,1,39
34,2,14,6,10,1,4,0,0,0,40,0,39
46,4,10,2,12,0,4,1,0,0,48,1,39
33,4,7,5,7,2,4,1,0,0,30,0,39
42,4,11,4,13,1,4,1,0,0,40,0,39
30,4,9,2,3,0,4,1,0,0,50,0,39
37,4,10,2,8,0,4,1,0,0,40,1,39
28,4,9,2,7,0,4,1,0,0,40,0,39
44,6,10,2,8,0,4,1,0,0,40,1,39
40,4,9,2,7,0,4,1,0,0,40,0,39
36,4,10,2,4,0,4,1,0,0,45,0,39
21,4,10,4,1,4,4,1,0,0,40,0,39
39,7,16,2,10,0,4,1,0,0,50,1,39
24,4,13,4,10,1,4,1,0,0,39,0,39
46,4,9,4,14,1,0,1,0,0,40,0,39
47,0,13,2,0,0,4,1,0,0,36,1,39
35,4,15,2,10,0,4,1,0,0,75,1,39
60,6,4,2,14,0,4,1,0,0,40,1,39
35,4,13,2,8,5,4,0,0,0,24,0,31
33,4,9,5,8,4,4,0,0,0,40,0,3
21,4,12,4,10,1,4,0,0,0,40,0,39
37,4,13,2,13,0,4,1,0,0,50,1,39
48,1,9,2,1,0,2,1,0,0,50,1,39
58,4,4,6,5,2,4,0,0,0,45,0,13
21,4,9,4,6,1,4,0,0,0,40,0,39
22,4,9,4,6,3,4,1,0,0,40,0,39
22,4,9,4,8,4,4,0,0,0,40,0,39
28,6,14,2,4,5,4,0,0,0,30,1,39
23,1,9,4,10,1,4,1,0,0,40,0,39
58,7,9,2,1,0,2,1,0,0,40,1,39
24,0,13,4,0,3,4,1,0,0,40,0,39
38,2,13,2,3,0,1,1,0,0,40,0,30
49,4,9,2,12,0,4,1,0,0,15,0,26
47,4,13,2,4,0,4,1,0,0,45,1,39
21,4,9,4,10,4,4,0,0,0,55,0,39
55,4,9,5,1,1,4,0,0,0,40,0,39
47,4,7,0,6,1,4,1,0,0,40,0,39
19,4,9,4,10,1,4,0,0,0,40,0,39
47,4,9,4,13,2,4,1,0,0,50,0,39
36,4,7,2,3,0,4,1,0,0,40,0,39
42,4,9,6,12,4,0,0,0,0,40,0,39
32,4,9,2,12,0,4,1,0,0,50,0,39
34,4,6,4,8,4,2,0,0,0,40,0,39
33,4,4,2,3,0,4,1,0,0,40,0,39
60,7,13,2,4,0,4,1,0,0,40,1,39
53,4,9,2,14,0,4,1,0,0,40,0,39
24,4,13,4,13,1,4,0,0,0,50,0,39
23,4,10,4,3,1,4,1,0,0,40,0,39
36,2,9,0,1,4,4,0,0,0,40,0,39
26,4,9,4,1,3,4,0,0,0,40,0,39
38,4,9,2,12,0,2,1,0,0,40,1,39
22,4,10,4,12,2,4,0,0,0,18,0,39
39,4,9,2,3,0,4,1,0,0,40,0,39
38,2,10,0,4,4,2,0,0,0,45,0,39
19,4,9,2,8,5,2,0,0,0,16,0,39
26,4,9,4,14,3,4,1,0,0,45,0,39
52,4,13,0,3,4,4,1,0,0,25,0,39
45,4,9,0,1,1,4,0,0,0,40,0,39
58,1,10,2,1,0,4,1,0,0,40,1,39
34,4,13,4,12,1,4,1,0,0,45,0,39
36,4,9,2,7,0,4,1,0,0,40,0,39
19,8,9,4,5,3,4,1,0,0,20,0,39
26,7,7,0,8,4,4,0,0,0,40,0,39
60,4,6,2,14,0,4,1,0,0,40,0,39
35,6,9,2,4,0,4,1,0,0,50,0,39
39,4,6,0,8,1,4,0,0,0,60,0,39
27,4,9,5,6,4,4,0,0,0,40,0,24
26,1,14,4,10,1,4,1,0,0,40,0,39
17,4,8,4,8,3,4,1,0,0,12,0,39
59,6,9,2,12,0,4,1,0,0,40,1,9
53,2,9,2,4,0,0,1,0,0,48,0,39
35,4,7,0,14,1,4,1,0,0,40,0,39
34,2,10,2,4,0,4,1,0,0,40,1,39
36,4,9,2,13,0,4,1,0,0,45,1,39
36,4,9,2,12,0,4,1,0,0,40,0,39
21,4,9,4,8,3,4,1,0,0,40,0,39
29,4,10,4,12,3,4,0,0,0,40,0,39
35,4,13,2,10,0,4,1,0,0,50,1,39
59,6,13,2,4,0,4,1,0,0,40,1,39
50,2,14,2,10,0,4,1,0,0,50,0,39
24,1,13,4,10,1,3,0,0,0,40,0,39
36,4,13,0,13,1,4,0,0,0,40,0,39
42,6,10,2,3,0,4,1,0,0,40,0,8
38,4,4,0,12,4,4,0,0,0,40,0,39
52,4,9,2,4,0,4,1,0,0,40,0,39
46,4,6,0,3,1,4,1,0,0,40,0,39
23,4,10,2,3,0,4,1,0,0,60,0,39
54,4,3,2,12,0,4,1,0,0,51,0,39
27,4,9,4,1,1,2,0,0,0,40,0,39
42,4,13,5,8,1,4,0,0,0,50,0,39
33,7,9,2,3,0,4,1,0,0,40,0,39
19,4,12,4,4,1,4,0,0,0,50,0,39
54,4,9,6,8,4,4,0,0,0,32,0,39
19,0,10,4,0,3,4,1,0,0,60,0,39
45,4,9,0,1,1,4,0,0,0,40,0,39
36,4,13,4,4,1,4,1,0,0,70,0,39
35,6,12,2,3,0,4,1,0,0,40,0,39
47,4,10,0,1,1,4,0,0,0,36,0,39
33,4,13,4,4,1,4,1,0,0,40,0,39
48,6,13,2,10,0,4,1,0,0,40,0,39
42,4,9,5,3,4,2,0,0,0,40,0,39
19,4,10,4,8,3,4,1,0,0,24,0,39
64,5,13,2,10,0,4,1,0,0,40,0,39
51,6,13,2,5,0,4,1,0,0,8,0,39
20,1,9,4,1,2,4,1,0,0,20,0,39
28,4,9,4,8,1,4,1,0,0,40,0,33
29,6,10,4,3,1,4,1,0,0,45,0,39
51,4,13,5,12,1,4,1,0,0,40,0,39
52,4,10,2,4,0,4,1,0,0,40,0,39
50,4,9,0,3,1,4,1,0,0,40,1,39
25,4,10,0,8,1,4,1,0,0,30,0,39
36,4,12,4,1,4,2,0,0,0,40,0,23
44,4,10,2,4,5,4,0,0,0,60,0,39
47,4,6,3,14,1,2,1,0,0,45,0,39
32,4,9,0,3,3,4,1,0,0,40,0,39
37,4,14,4,10,4,1,1,0,0,40,0,35
34,6,9,2,12,0,4,1,0,0,60,0,39
35,5,10,2,12,0,4,1,0,0,50,1,39
26,4,10,4,10,3,4,1,0,0,3,0,8
49,6,13,2,5,0,4,1,0,0,50,0,39
63,0,13,2,0,0,4,1,0,0,30,1,39
46,6,13,3,10,1,4,1,0,0,25,0,39
31,2,10,4,1,3,2,1,0,0,40,0,39
22,4,11,4,3,1,4,1,0,0,30,0,39
20,4,10,4,8,1,4,0,0,0,12,0,39
52,4,16,4,4,1,4,1,0,0,40,1,39
26,4,10,4,1,1,2,0,0,0,40,0,39
34,4,13,2,4,0,4,1,0,0,50,1,39
31,4,5,4,7,1,4,1,0,0,40,0,39
46,4,9,0,12,4,4,0,0,0,30,0,39
22,4,4,2,7,0,4,1,0,0,40,0,26
38,4,11,4,3,3,4,1,0,0,40,0,39
35,4,9,2,12,0,4,1,0,0,40,0,7
27,7,10,4,11,1,4,1,0,0,40,0,39
27,4,12,2,4,0,4,1,0,0,40,0,39
46,4,10,0,12,4,4,0,0,0,40,0,5
40,0,9,4,0,1,4,0,0,0,4,0,39
19,4,10,4,1,3,4,1,0,0,10,0,37
69,0,9,2,0,0,4,1,0,0,60,1,39
20,4,10,4,8,3,4,1,0,0,35,0,39
34,1,13,2,11,0,4,1,0,0,60,0,39
49,4,14,2,4,0,4,1,0,0,45,1,39
27,4,10,2,5,0,3,1,0,0,50,0,39
59,4,10,2,1,5,4,0,0,0,14,1,5
21,4,10,4,12,3,4,0,0,0,15,0,39
51,7,11,0,10,4,4,0,0,0,40,0,39
64,0,7,4,0,4,4,1,0,0,40,0,39
41,7,16,2,10,0,4,1,0,0,40,1,39
18,0,8,4,0,3,1,0,0,0,24,0,11
49,4,14,3,10,1,4,1,0,0,40,0,39
51,4,9,0,7,3,2,1,0,0,40,0,39
20,4,10,4,6,3,4,0,0,0,20,0,39
69,6,9,2,12,0,4,1,0,0,48,0,39
18,0,9,4,0,3,4,0,0,0,35,0,39
43,4,9,2,6,0,4,1,0,0,50,0,39
50,4,9,0,7,4,2,0,0,0,44,0,39
32,4,9,2,7,0,4,1,0,0,40,0,39
27,2,9,4,5,3,4,1,0,0,40,0,39
38,4,9,2,8,0,4,1,0,0,40,0,39
62,4,9,2,7,0,4,1,0,0,40,1,39
46,4,9,0,4,1,4,1,0,0,44,0,39
19,4,10,4,13,3,4,0,0,0,40,0,0
17,0,6,4,0,3,4,1,0,0,40,0,39
21,4,9,4,7,4,4,0,0,0,40,0,39
36,4,13,4,1,1,4,0,0,0,50,0,39
36,4,8,0,6,1,4,1,0,0,40,0,39
23,4,9,4,7,3,1,1,0,0,40,0,30
58,4,13,2,10,0,4,1,0,0,40,1,39
40,4,13,2,10,0,4,1,0,0,45,0,39
66,4,7,2,3,0,4,1,0,0,20,0,39
42,4,9,2,12,0,4,1,0,0,40,0,39
55,4,10,6,1,4,4,0,0,0,40,0,39
25,4,9,2,6,0,4,1,0,0,40,0,39
39,4,10,4,13,4,2,0,0,0,40,0,39
20,4,9,4,8,3,4,1,0,0,40,0,39
32,4,9,2,8,0,4,1,0,0,54,0,39
28,4,13,4,12,4,4,1,0,0,65,0,39
23,1,12,4,4,3,4,0,0,0,40,0,31
18,4,9,4,8,3,4,1,0,0,25,0,39
43,6,9,2,4,0,4,1,0,0,35,1,39
29,4,9,2,3,0,4,1,0,0,40,0,39
32,4,10,2,11,0,4,1,0,0,46,0,6
31,2,9,0,3,4,4,1,0,0,40,0,39
60,4,3,2,3,0,4,1,0,0,40,0,26
42,4,10,2,14,0,4,1,0,0,50,0,39
46,4,14,2,4,0,4,1,0,0,50,1,39
38,4,9,2,3,0,4,1,0,0,40,1,39
18,4,7,4,8,3,4,0,0,0,19,0,39
31,4,9,4,12,3,4,0,0,0,40,0,39
27,6,9,4,5,3,4,1,0,0,80,0,39
50,2,13,2,10,0,4,1,0,0,45,1,39
38,6,4,2,5,0,4,1,0,0,56,0,39
36,7,14,4,10,3,4,0,0,0,40,0,39
25,4,9,0,8,1,4,1,0,0,40,0,26
19,4,9,4,5,3,4,1,0,0,25,0,39
60,2,10,2,8,0,1,1,0,0,60,0,30
45,2,5,4,8,3,4,1,0,0,40,0,39
38,4,9,2,3,0,4,1,0,0,50,0,39
22,0,10,4,0,3,4,1,0,0,40,0,39
19,4,9,4,4,1,2,1,0,0,32,0,39
23,4,10,4,1,3,4,1,0,0,40,0,39
24,4,10,4,6,3,4,0,0,0,30,0,39
30,4,12,0,12,1,4,1,0,0,52,0,39
62,4,10,2,4,0,4,1,0,0,40,0,39
26,6,15,4,10,3,4,1,0,0,20,0,39
42,1,13,2,4,0,4,1,0,0,52,1,39
33,4,9,2,3,0,4,1,0,0,40,0,39
54,5,16,2,10,0,4,1,0,0,50,1,0
35,4,13,0,10,4,4,0,0,0,32,0,39
33,4,9,0,12,1,4,1,0,0,40,0,39
45,4,9,0,12,1,4,0,0,0,55,0,39
62,4,13,2,1,5,4,0,0,0,30,1,39
24,4,9,4,4,3,4,1,0,0,40,0,39
50,2,10,0,1,1,2,0,0,0,40,0,39
54,4,13,2,10,0,4,1,0,0,40,1,39
58,4,4,0,7,3,4,1,0,0,40,0,39
39,5,9,2,3,0,4,1,0,0,50,0,39
32,4,9,0,3,4,4,1,0,0,40,0,39
27,4,13,2,10,0,4,1,0,0,40,0,39
20,4,10,4,8,3,4,1,0,0,60,0,39
64,4,4,2,3,0,4,1,0,0,40,0,39
55,5,14,6,12,1,4,0,0,0,40,0,39
46,4,9,0,13,1,4,0,0,0,43,0,39
45,4,10,2,14,0,4,1,0,0,55,0,39
26,4,9,4,14,1,4,1,0,0,40,0,39
36,4,9,2,3,0,4,1,0,0,40,0,39
39,5,13,2,4,0,4,1,0,0,45,0,39
47,4,9,6,9,1,1,0,0,0,45,0,37
35,4,14,2,7,0,4,1,0,0,48,0,39
38,4,9,2,4,0,4,1,0,0,40,0,39
50,4,7,2,3,0,4,1,0,0,40,0,39
36,4,9,0,1,4,4,0,0,0,38,0,39
28,4,3,4,3,2,4,1,0,0,40,0,26
44,6,9,2,7,5,4,0,0,0,45,0,39
40,4,9,0,11,4,4,0,0,0,40,0,39
55,4,10,2,3,0,4,1,0,0,40,1,39
29,6,9,4,5,1,4,1,0,0,45,0,39
33,4,9,2,3,0,4,1,0,0,45,0,39
19,0,10,4,0,3,4,0,0,0,30,0,24
45,2,14,2,10,0,2,1,0,0,10,1,39
23,4,9,4,6,3,4,1,0,0,25,0,39
31,4,11,4,11,3,2,1,0,0,40,0,39
22,4,10,4,8,1,1,0,0,0,40,0,30
59,4,9,0,6,1,2,1,0,0,40,0,39
32,4,10,4,3,1,4,1,0,0,38,0,39
49,7,10,4,1,1,4,0,0,0,40,0,39
22,4,10,4,1,3,4,1,0,0,30,0,39
26,4,10,4,1,1,4,1,0,0,30,0,39
23,7,10,2,1,0,1,1,0,0,40,0,40
55,6,10,2,12,5,4,0,0,0,50,0,39
47,4,9,2,4,0,4,1,0,0,49,1,39
44,4,9,2,14,0,4,1,0,0,40,0,39
27,4,10,4,8,1,4,1,0,0,24,0,39
32,6,13,2,10,5,4,0,0,0,8,1,39
20,4,10,4,7,2,1,1,0,0,40,0,40
84,2,9,6,4,1,4,0,0,0,33,0,39
40,4,10,0,3,2,4,1,0,0,50,0,39
37,4,13,4,12,1,4,0,0,0,40,0,39
47,4,10,0,4,4,4,0,0,0,40,0,11
62,6,10,2,12,0,4,1,0,0,25,0,39
19,0,10,4,0,3,4,0,0,0,40,0,39
47,4,9,4,14,1,4,1,0,0,45,0,39
44,2,9,0,3,4,2,1,0,0,40,0,39
26,2,13,2,1,0,4,1,0,0,41,0,39
36,4,10,2,3,0,4,1,0,0,40,0,39
52,4,7,2,8,0,4,1,0,0,40,0,39
33,4,10,0,1,4,4,0,0,0,40,0,39
48,0,9,2,0,0,4,1,0,0,40,0,39
33,4,9,2,14,0,2,1,0,0,40,0,39
25,4,13,2,4,0,4,1,0,0,20,0,39
62,4,13,2,7,0,4,1,0,0,40,0,39
38,4,10,2,3,0,4,1,0,0,40,0,39
46,4,9,3,5,1,4,1,0,0,65,0,39
18,0,10,4,0,3,4,0,0,0,40,0,39
46,4,13,2,4,0,4,1,0,0,44,1,39
38,4,9,0,8,4,4,0,0,0,70,0,39
52,4,10,2,1,0,4,1,0,0,40,1,39
63,6,4,2,4,0,4,1,0,0,15,0,39
49,4,10,2,7,0,4,1,0,0,43,0,39
17,2,7,4,1,3,4,0,0,0,12,0,39
33,4,9,4,8,1,4,0,0,0,35,0,39
19,4,10,4,8,3,4,0,0,0,15,0,39
27,0,9,2,0,5,4,0,0,0,40,1,39
61,4,10,2,12,0,4,1,0,0,40,0,39
33,4,13,2,10,0,4,1,0,0,25,1,39
29,4,6,5,5,4,4,0,0,0,40,0,13
43,7,9,2,14,0,4,1,0,0,38,1,39
24,4,9,4,12,1,4,1,0,0,40,0,39
29,4,10,2,3,0,4,1,0,0,60,0,39
61,6,9,2,8,5,2,0,0,0,17,0,39
48,4,7,0,8,1,4,0,0,0,34,0,39
19,4,10,4,6,3,4,1,0,0,20,0,39
30,4,10,4,7,1,4,0,0,0,40,0,39
24,4,10,4,8,1,4,1,0,0,30,0,39
39,2,14,4,10,4,4,0,0,0,43,0,39
40,4,9,2,12,0,4,1,0,0,72,1,39
27,2,13,4,10,3,4,0,0,0,40,0,39
25,4,14,4,10,3,4,0,0,0,40,0,39
58,4,13,0,14,1,4,1,0,0,45,0,39
33,4,9,2,4,5,4,0,0,0,42,1,2
40,4,9,6,8,4,4,0,0,0,25,0,39
40,5,14,2,12,0,4,1,0,0,70,1,39
31,4,9,2,3,0,4,1,0,0,40,0,39
33,4,9,5,8,4,1,0,0,0,48,0,3
49,4,12,2,12,0,4,1,0,0,45,0,39
24,4,11,4,13,3,4,1,0,0,40,0,39
46,4,9,4,3,4,4,1,0,0,40,0,39
58,2,14,2,10,0,4,1,0,0,40,1,39
20,4,10,4,12,3,4,0,0,0,20,0,39
65,0,9,6,0,4,4,1,0,0,40,0,39
43,4,10,2,1,5,4,0,0,0,40,0,39
48,6,14,2,12,0,1,1,0,0,50,0,19
41,4,10,2,14,0,4,1,0,0,54,0,39
27,7,10,5,8,1,4,0,0,0,30,0,39
52,0,10,2,0,0,4,1,0,0,12,0,39
26,4,9,4,8,2,1,1,0,0,60,0,0
52,2,9,2,3,0,4,1,0,0,40,0,39
52,2,10,0,4,1,4,0,0,0,38,0,39
19,4,9,4,8,3,2,1,0,0,30,0,39
39,2,10,0,10,3,4,0,0,0,45,0,39
47,4,10,0,8,4,4,0,0,0,40,0,39
27,4,9,0,3,2,3,1,0,0,40,0,39
48,4,10,0,3,1,4,1,0,0,40,0,39
50,4,9,5,8,4,4,0,0,0,35,0,39
60,4,10,2,14,0,4,1,0,0,60,0,39
28,4,12,2,13,0,4,1,0,0,45,1,39
47,1,9,0,8,4,2,0,0,0,40,0,39
69,0,13,2,0,0,4,1,0,0,20,0,39
40,6,9,2,3,0,1,1,0,0,66,0,35
41,7,14,4,10,1,4,1,0,0,40,0,39
38,4,9,2,1,0,1,1,0,0,48,0,38
46,1,11,5,13,1,3,0,0,0,30,0,39
21,6,10,4,1,3,4,1,0,0,30,0,39
44,4,14,5,12,4,4,0,0,0,48,0,39
38,0,6,5,0,3,4,1,0,0,35,0,39
47,6,10,2,1,5,4,0,0,0,35,1,39
42,2,10,0,3,1,4,1,0,0,40,0,39
56,4,13,4,4,1,4,0,0,0,45,1,39
32,4,13,4,10,3,4,1,0,0,40,0,39
24,4,13,2,8,0,4,1,0,0,33,0,39
26,4,10,2,12,0,4,1,0,0,40,0,39
49,4,7,4,8,1,4,1,0,0,60,0,39
65,4,9,2,4,0,4,1,0,0,40,1,39
73,7,4,0,8,1,1,0,0,0,40,0,39
34,4,7,2,6,0,4,1,0,0,40,0,39
22,4,13,4,1,3,4,0,0,0,40,0,39
49,2,10,4,8,4,4,0,0,0,30,0,39
25,4,7,4,8,4,2,0,0,0,32,0,39
39,4,5,2,14,0,4,1,0,0,25,0,39
19,4,7,4,3,1,4,1,0,0,56,0,39
24,4,6,2,7,5,4,0,0,0,40,0,39
34,4,9,0,1,4,4,0,0,0,35,0,39
35,0,9,6,0,3,4,0,0,0,38,0,39
21,4,9,4,7,2,4,1,0,0,40,0,39
43,4,14,0,8,4,4,0,0,0,40,0,39
35,1,13,4,13,1,1,1,0,0,28,0,0
39,4,10,0,1,4,2,0,0,0,40,0,39
48,0,13,2,0,0,4,1,0,0,80,1,39
33,6,12,4,8,1,2,1,0,0,32,0,39
19,4,10,4,8,3,4,0,0,0,26,0,39
17,4,6,4,12,4,4,0,0,0,12,0,39
43,6,10,2,5,0,4,1,0,0,50,0,39
62,4,9,6,1,1,4,0,0,0,42,0,39
53,2,14,0,10,1,2,0,0,0,40,1,39
45,7,14,2,10,0,4,1,0,0,60,1,39
47,4,9,0,1,1,2,0,0,0,40,0,39
30,4,10,4,8,3,2,0,0,0,40,0,39
53,4,9,5,12,1,4,0,0,0,33,0,39
24,4,9,5,7,3,2,0,0,0,40,0,39
41,2,10,2,6,0,4,1,0,0,40,0,39
58,2,3,0,8,2,2,0,0,0,40,0,14
63,7,9,0,1,1,4,0,0,0,38,0,39
50,4,10,0,8,3,4,1,0,0,28,0,39
29,5,10,4,4,1,4,1,0,0,60,0,39
55,4,9,2,8,0,4,1,0,0,40,0,39
36,4,9,4,14,1,4,1,0,0,45,0,39
23,2,9,4,1,3,4,1,0,0,40,0,39
58,6,10,0,3,1,4,1,0,0,45,0,39
25,4,7,4,1,3,2,0,0,0,40,0,39
40,4,9,2,12,5,4,0,0,0,30,0,39
38,4,11,4,10,1,4,0,0,0,39,0,39
37,4,13,2,10,0,4,1,0,0,40,1,39
19,4,10,4,8,3,4,0,0,0,35,0,39
